Name,Position,Club,Division,Nation,Height,Weight,Age,Preferred_Foot,Best_Pos,Best_Role,Value,Wage,CA,PA,Wor,Vis,Tec,Tea,Tck,Str,Sta,TRO,Ref,Pen,Pas,Pac,v1,OtB,Mar,L_Th,Lon,Ldr,Jum,Hea,Han,Fla,Fir,Fin,Dri,Cro,Cor,Cnt,Cmd,Agi,Agg,Aer,Acc
Ramiro Funes Mori,D (C),Villarreal,Spanish First Division,ARG,186,79,28,Left,D (C),NCB,7750000,34500,133,150,15,11,10,14,16,16,13,2,3,12,11,14,1,11,15,10,11,12,15,17,2,10,12,7,8,9,5,9,2,11,18,3,13
Remo Freuler,"DM, M (C)",Atalanta,Italian Serie A,SUI,181,77,27,Right,M (C),BBM,18750000,15250,146,150,16,13,14,15,14,11,16,3,1,12,14,13,1,14,11,6,12,11,10,11,1,12,14,10,14,12,8,13,1,14,14,3,14
Ryan Fraser,M/AM (RL),Newcastle,English Premier Division,SCO,163,64,25,Right,AM (L),IW,27500000,50000,142,150,14,11,12,14,7,13,13,2,3,6,14,16,1,14,6,2,12,10,3,2,1,13,13,14,13,15,13,10,2,13,7,3,17
Sídnei,D (C),Real Betis,Spanish First Division,BRA,185,83,29,Right,D (C),BPD,17500000,27500,143,150,13,9,11,15,15,16,15,3,3,9,14,15,1,9,15,9,9,12,14,16,3,10,12,8,10,7,5,14,2,10,15,2,11
Santi Mina,ST (C),Vigo,Spanish First Division,ESP,181,77,23,Right,ST (C),P,18000000,24500,141,150,15,11,11,12,8,11,13,2,3,12,12,13,1,16,5,8,11,8,11,16,1,13,15,15,13,10,11,14,3,12,13,2,14
Silas Wamangituka,ST (C),VfB Stuttgart,Bundesliga,COD,189,79,19,Right,ST (C),AF,2200000,10000,120,150,14,9,13,10,7,13,12,1,3,13,10,17,1,13,5,5,10,6,12,9,3,15,12,12,14,8,7,9,1,14,14,2,14
Steven Alzate,M/AM (C),Brighton,English Premier Division,COL,177,65,20,Right,AM (C),AP,11000000,15000,125,150,14,14,14,14,9,9,14,2,1,9,14,13,1,14,7,4,9,6,8,6,1,15,14,9,14,9,9,12,3,15,6,1,14
Stuart Armstrong,"M (C), AM (RC)",Southampton,English Premier Division,SCO,183,68,27,Right,AM (C),AM,20000000,50000,135,150,14,14,15,13,8,12,15,4,1,12,15,12,1,12,6,5,14,14,10,10,3,12,14,15,13,12,13,10,4,14,11,3,12
Takumi Minamino,"M (RL), AM (RLC), ST (C)",Southampton,English Premier Division,JPN,174,68,24,Right,AM (R),IW,28500000,75000,143,150,13,14,15,13,6,9,12,3,3,10,14,15,1,14,6,6,7,8,8,6,2,16,15,13,16,6,10,13,3,16,12,3,16
Toni Lato,D/WB (L),Valencia,Spanish First Division,ESP,171,64,21,Left,D (L),WB,2900000,9250,120,150,15,13,13,13,13,8,12,1,3,8,14,13,1,12,12,7,5,8,7,8,1,12,12,5,13,12,7,12,1,14,12,2,15
Valon Behrami,"DM, M (C)",Genoa,Italian Serie A,SUI,184,78,34,Right,M (C),BWM,725000,14750,129,150,18,9,12,14,16,13,17,1,1,5,13,13,1,12,15,14,8,16,10,11,1,8,12,7,11,11,7,15,1,13,18,1,13
Vicente Guaita,GK,Crystal Palace,English Premier Division,ESP,190,80,32,Right,GK,SK,17000000,60000,142,150,11,13,10,11,1,13,14,14,15,4,8,11,1,2,1,1,3,11,15,8,16,3,8,1,2,2,10,15,14,13,6,14,10
Vicente Iborra,"DM, M (C)",Villarreal,Spanish First Division,ESP,190,80,31,Right,M (C),CAR,11250000,47500,142,150,17,13,12,18,15,16,15,1,2,11,14,10,1,10,15,6,12,14,16,15,4,12,12,12,7,8,6,13,3,10,13,2,10
Wesley,ST (C),Aston Villa,English Premier Division,BRA,190,93,22,Right,ST (C),PF,14250000,50000,129,150,14,12,11,14,5,17,14,3,1,13,11,12,1,15,8,10,10,8,16,14,2,13,12,12,9,8,9,12,3,12,16,1,12
Yann Karamoh,"AM (RL), ST (C)",Parma,Italian Serie A,FRA,185,77,20,Right,AM (R),W,6250000,30500,131,150,7,11,14,11,5,11,12,3,1,10,12,15,1,14,4,5,13,8,11,10,3,14,13,11,15,13,8,9,2,14,8,2,17
Yves Bissouma,M (C),Brighton,English Premier Division,MLI,182,78,22,Right,M (C),MEZ,12000000,27000,127,150,15,10,13,13,9,14,16,2,1,9,13,14,1,14,8,7,14,8,12,8,2,13,13,12,14,11,11,12,2,14,8,1,15
Edouard Mendy,GK,Chelsea,English Premier Division,SEN,197,86,27,Right Only,GK,SK,0,115000,140,150,10,8,8,13,1,16,13,12,17,3,10,11,1,2,3,3,1,11,17,8,15,8,8,3,2,1,10,14,14,14,10,15,11
Adrià Bernabé,"M (C), AM (LC)",Man City,English Premier Division,ESP,192,79,18,Left Only,M (C),MEZ,450000,20000,96,149,13,13,14,10,10,8,9,3,2,7,13,13,1,10,8,9,9,2,12,8,3,14,15,10,13,13,10,7,2,12,7,3,12
Aleix Vidal,"D/WB (R), M/AM (RL)",Sevilla,Spanish First Division,ESP,177,70,29,Right,AM (R),W,13250000,23000,138,149,16,10,13,13,13,9,13,1,2,11,13,14,1,15,11,12,9,9,8,7,1,15,13,10,13,12,11,13,3,12,12,2,15
Alexey Miranchuk,"M (C), AM (RC)",Atalanta,Italian Serie A,RUS,182,74,23,Left,AM (C),AP,8750000,53000,140,149,12,15,15,12,9,9,14,3,3,12,15,13,1,15,8,7,12,9,10,6,3,14,16,12,14,11,13,12,2,13,5,1,12
Amir Rrahmani,D (RC),Verona,Italian Serie A,KVX,192,87,25,Right,D (C),CD,5000000,7500,130,149,13,9,9,11,15,15,14,1,2,5,8,12,1,6,15,9,5,13,16,14,1,4,9,7,9,7,6,14,1,10,16,1,12
Andi Zeqiri,"AM (L), ST (C)",Brighton,English Premier Division,SUI,185,80,20,Left,ST (C),AF,5750000,8500,110,149,11,11,14,11,6,11,13,1,1,11,11,12,1,14,7,6,10,6,12,10,1,14,14,13,14,10,7,13,1,12,7,3,10
Andrea Conti,D/WB/M (R),Milan,Italian Serie A,ITA,184,76,25,Right,D (R),FB,10750000,61000,139,149,13,12,13,14,14,12,14,3,3,8,13,15,1,15,13,10,9,8,12,13,1,8,13,10,12,14,7,13,2,13,11,2,14
Beñat,M/AM (C),A. Bilbao,Spanish First Division,ESP,176,76,32,Right,M (C),DLP,6000000,22500,139,149,14,15,15,16,12,11,12,3,1,13,15,11,1,14,8,8,15,13,8,13,2,14,15,11,12,12,14,13,1,13,11,1,12
Ben Knight,AM (RC),Man City,English Premier Division,ENG,159,55,17,Left Only,AM (C),AM,130000,5000,78,149,11,8,14,9,4,4,10,1,2,7,8,12,1,10,6,5,11,9,4,10,3,14,13,8,11,11,8,5,3,12,8,1,14
Christian Kouamé,"AM (RL), ST (C)",Fiorentina,Italian Serie A,CIV,185,83,21,Right,ST (C),PF,7500000,13750,133,149,12,12,11,12,5,10,13,3,2,14,11,16,1,13,5,3,11,8,13,12,2,14,11,12,14,8,5,14,2,17,12,1,17
Claud Adjapong,D/WB/M (R),Verona,Italian Serie A,ITA,180,74,21,Right,D (R),FB,3200000,10750,123,149,11,10,12,12,12,11,14,2,2,5,12,15,1,11,11,7,10,8,11,11,3,12,11,7,12,12,10,12,2,14,11,2,15
Cristian Ansaldi,D/WB/M (RL),Torino,Italian Serie A,ARG,181,76,32,Either,D (L),WB,7000000,43000,143,149,14,12,14,12,13,12,13,2,2,8,13,13,1,13,11,11,11,9,10,10,1,12,12,11,14,14,13,13,1,14,15,2,12
Daniele Baselli,M (C),Torino,Italian Serie A,ITA,182,70,27,Right,M (C),AP,11500000,43000,140,149,13,15,14,13,10,11,14,1,3,13,15,13,1,14,10,6,14,10,10,8,2,14,14,10,13,12,13,13,1,14,11,2,13
Davide Calabria,"D (RL), WB/M (R)",Milan,Italian Serie A,ITA,177,70,22,Either,D (R),WB,9750000,61000,139,149,14,10,12,16,13,10,12,2,3,6,12,14,1,14,13,14,11,9,9,9,2,6,12,6,12,12,6,11,2,16,13,1,15
Denis Vavro,D (C),Huesca,Spanish First Division,SVK,190,76,23,Right,D (C),NCB,6750000,25000,133,149,14,8,8,14,16,16,15,1,2,15,9,11,1,12,15,10,13,10,16,17,2,6,11,10,6,6,6,13,3,11,16,3,11
Dennis Cirkin,D (L),Tottenham,English Premier Division,ENG,177,68,17,Left Only,D (L),WB,190000,120,93,149,13,9,13,12,11,9,12,2,2,6,11,13,1,12,10,6,8,10,10,9,2,8,11,9,10,11,10,11,2,11,10,3,13
Fabian Delph,"D (L), M (C)",Everton,English Premier Division,ENG,174,78,29,Left,M (C),BBM,24000000,100000,135,149,16,13,12,17,14,15,14,3,1,8,14,14,1,13,8,6,13,16,8,8,1,12,12,12,12,11,10,13,4,15,15,1,13
Filip Jagiello,"DM, M/AM (C)",Genoa,Italian Serie A,POL,180,70,21,Either,M (C),AP,2700000,7750,121,149,12,14,13,13,10,11,12,1,1,9,13,11,1,12,10,3,11,11,9,8,2,11,13,9,12,10,8,13,1,12,12,1,12
Finley Burns,D (C),Man City,English Premier Division,ENG,188,73,16,Right Only,D (C),CD,45000,120,70,149,9,7,7,7,13,7,5,2,2,7,9,10,1,6,8,4,5,1,11,12,2,1,9,2,3,4,6,7,2,10,10,3,14
Francesco Cassata,"DM, M (LC)",Genoa,Italian Serie A,ITA,183,75,21,Right,M (C),BBM,3500000,9250,124,149,14,13,13,14,12,12,13,2,2,11,14,13,1,15,13,13,11,13,11,11,3,11,12,9,12,11,10,13,2,13,11,2,13
Giovanni Simeone,ST (C),Cagliari,Italian Serie A,ARG,180,81,23,Right,ST (C),AF,12000000,46000,140,149,15,11,12,13,9,13,14,3,1,15,12,13,1,15,6,8,11,10,14,15,2,11,15,14,13,9,9,13,1,12,12,1,14
Hannes Wolf,"M (R), AM (RC)",Borussia M'gladbach,Bundesliga,AUT,179,69,20,Left,AM (C),SS,6000000,25000,133,149,16,14,13,14,10,8,14,2,1,11,12,13,1,15,8,6,10,8,9,7,1,14,14,13,14,11,9,11,2,14,17,1,15
Igor,"D (LC), WB (L)",Fiorentina,Italian Serie A,BRA,185,84,21,Left,D (L),WB,3300000,10000,124,149,13,12,12,12,13,13,15,2,1,7,12,13,1,12,13,12,9,8,14,14,2,12,12,6,12,11,6,10,1,12,12,1,14
Jairo Riedewald,"D (LC), DM",Crystal Palace,English Premier Division,NED,188,78,22,Left,D (L),FB,10000000,55000,126,149,11,15,13,14,13,11,13,2,3,8,15,14,1,10,13,8,6,10,13,10,1,10,12,7,9,9,8,13,3,13,12,4,12
Jetro Willems,D/WB (L),Eintracht Frankfurt,Bundesliga,NED,169,71,25,Left,D (L),CWB,4099999,32500,130,149,8,13,14,10,12,13,12,2,3,8,13,16,1,14,12,16,11,5,8,6,3,15,13,8,13,15,14,9,1,14,9,3,15
João Pedro,"AM (RL), ST (C)",Watford,Italian Serie A,BRA,182,72,17,Right,ST (C),AF,11000000,20000,125,149,11,12,13,12,7,11,11,1,1,11,12,13,1,12,7,12,12,7,12,12,3,13,12,12,13,11,11,12,1,13,13,1,13
Joan Jordán,"DM, M (C)",Sevilla,Spanish First Division,ESP,184,74,24,Right,M (C),DLP,17000000,30500,142,149,13,15,14,14,12,12,14,3,2,9,15,12,1,14,10,3,12,11,11,9,1,13,16,10,12,11,14,14,1,13,10,3,13
Joe Gelhardt,ST (C),Leeds,English Premier Division,ENG,176,81,17,Left,ST (C),AF,750000,6000,104,149,14,12,13,12,2,13,10,2,1,9,8,13,1,11,2,4,11,4,7,8,1,13,13,13,14,9,8,10,1,13,13,3,14
Jon Moncayola,"DM, M (C)",Osasuna,Spanish First Division,ESP,180,73,21,Right,M (C),CAR,750000,2600,115,149,14,12,13,14,13,11,13,4,3,10,13,12,1,7,7,4,11,10,11,11,3,12,13,6,6,10,13,13,2,11,12,2,11
Jordan Torunarigha,D (LC),Hertha Berlin,Bundesliga,GER,189,77,21,Left,D (C),BPD,4400000,13250,126,149,10,12,12,13,14,13,13,1,1,8,13,17,1,10,14,13,7,9,16,15,4,8,11,8,10,9,4,9,3,12,12,2,14
Kalvin Phillips,"DM, M (C)",Leeds,English Premier Division,ENG,178,72,23,Right,M (C),BBM,24000000,30000,140,149,16,14,13,15,13,14,15,1,1,10,13,13,1,12,12,5,12,10,9,11,3,10,13,11,12,13,14,14,3,12,16,3,12
Kevin Agudelo,"M (C), AM (LC)",Fiorentina,Italian Serie A,COL,178,72,20,Left,AM (C),SS,2500000,7750,120,149,13,12,14,13,11,13,13,3,3,10,14,13,1,12,11,3,11,9,10,9,2,13,13,12,14,11,8,12,2,13,12,1,13
Krzysztof Piatek,ST (C),Hertha Berlin,Bundesliga,POL,183,77,23,Right,ST (C),P,24000000,83000,147,149,16,10,12,14,9,14,14,1,2,18,11,12,1,18,8,7,12,12,13,16,2,10,13,17,11,8,6,16,2,13,14,2,12
Ladislav Krejci,M/AM (C),Sparta Prague,Italian Serie A,CZE,187,81,20,Left,M (C),BWM,425000,550,107,149,15,9,12,10,12,11,14,3,2,11,13,14,1,6,14,10,13,10,10,10,3,10,11,7,10,9,10,14,1,13,13,1,14
Marco Benassi,M (C),Fiorentina,Italian Serie A,ITA,184,80,24,Right,M (C),BBM,9500000,33500,137,149,14,13,13,16,14,12,14,1,2,11,14,14,1,16,10,7,14,13,11,12,3,11,13,12,11,12,10,14,4,13,13,4,14
Mario Pasalic,M/AM (C),Atalanta,Italian Serie A,CRO,188,82,24,Either,M (C),MEZ,15000000,60000,143,149,14,13,13,14,11,12,14,2,3,11,14,13,1,16,9,5,14,11,14,12,1,9,13,12,13,10,8,12,2,14,11,2,13
Marko Rog,M/AM (C),Cagliari,Italian Serie A,CRO,180,73,23,Right,M (C),MEZ,10750000,46000,139,149,14,12,14,14,11,10,17,1,3,13,15,15,1,14,11,4,13,6,10,7,4,14,14,8,14,11,12,13,2,15,15,3,16
Marten de Roon,"DM, M (C)",Atalanta,Italian Serie A,NED,185,76,28,Right,M (C),BBM,18750000,26000,146,149,17,12,13,17,17,13,17,2,2,10,13,12,1,13,14,7,11,14,14,14,2,9,13,9,10,8,6,14,3,11,16,3,12
Matteo Pessina,"DM, M/AM (C)",Verona,Italian Serie A,ITA,183,70,22,Left,M (C),DLP,4099999,4900,126,149,13,14,14,14,12,12,13,3,1,10,14,13,1,14,10,3,10,10,13,11,3,11,13,8,13,11,9,13,3,12,12,3,12
Mattias Svanberg,M/AM (C),Bologna,Italian Serie A,SWE,185,77,20,Right,M (C),MEZ,3500000,15250,124,149,15,13,14,13,10,11,13,1,1,10,14,14,1,12,4,7,11,9,11,8,2,12,14,11,12,10,10,12,3,13,13,2,13
Michal Karbownik,"D/WB (L), DM, M (C)",Brighton,English Premier Division,POL,174,64,18,Right,DM,BWM,750000,6250,107,149,11,12,12,14,10,7,13,3,1,10,12,12,1,12,10,8,8,6,7,7,2,12,12,6,12,8,11,11,2,14,16,3,12
Morgan Sanson,M/AM (C),Aston Villa,English Premier Division,FRA,180,73,24,Right,M (C),DLP,20000000,58000,137,149,16,15,15,16,9,12,14,3,3,10,16,14,1,13,8,5,12,10,9,8,3,14,15,10,14,13,12,12,2,14,12,1,15
Moussa Niakhaté,D (LC),Mainz 05,Bundesliga,FRA,190,80,23,Left,D (C),BPD,5500000,13250,133,149,13,12,12,10,15,15,13,2,1,8,13,16,1,7,15,12,7,9,17,12,1,7,11,7,10,10,6,10,3,13,11,1,14
Musa Barrow,ST (C),Bologna,Italian Serie A,GAM,183,74,20,Right,ST (C),AF,4600000,7750,127,149,12,11,13,12,7,11,13,1,3,10,12,15,1,14,4,3,10,8,12,12,4,11,13,13,13,11,4,10,3,14,11,2,15
Pedro León,M/AM (R),Eibar,Spanish First Division,ESP,183,81,32,Right,AM (R),AP,4300000,16000,135,149,9,17,18,10,6,9,10,3,3,13,16,11,1,15,5,7,15,13,11,7,3,17,16,11,16,18,18,11,3,12,9,3,12
Pedro Neto,"AM (RLC), ST (C)",Wolves,English Premier Division,POR,172,63,19,Left,AM (R),IW,6500000,25000,119,149,9,11,13,10,3,7,11,2,1,8,12,15,1,13,5,3,10,7,7,7,2,15,13,12,14,13,10,10,3,13,9,1,14
Pierluigi Gollini,GK,Atalanta,Italian Serie A,ITA,188,80,24,Right Only,GK,SK,11000000,15250,142,149,16,8,9,16,3,15,12,14,15,5,9,12,1,3,1,2,2,13,16,6,13,3,9,1,3,2,7,13,13,14,11,13,13
Ritsu Dôan,"M (R), AM (RLC)",Arminia Bielefeld,Bundesliga,JPN,172,70,21,Either,AM (R),IW,5750000,8500,131,149,13,15,16,14,7,11,13,3,2,13,13,13,1,12,5,7,9,7,7,7,2,12,15,8,13,11,12,11,1,15,12,2,13
Rok Vodisek,GK,Genoa,Italian Serie A,SVN,188,83,20,Right,GK,G,450000,6250,107,149,9,9,9,11,1,13,10,10,12,4,9,10,1,1,3,1,3,11,15,9,12,12,9,3,3,9,11,12,13,12,7,12,10
Salvatore Bocchetti,D (C),Verona,Italian Serie A,ITA,186,86,32,Left,D (C),CD,1500000,12500,123,149,15,8,12,13,14,14,12,3,3,9,13,12,1,7,13,3,8,14,13,15,1,5,12,5,5,5,5,13,3,10,13,3,11
Samu Castillejo,"M (RL), AM (RLC)",Milan,Italian Serie A,ESP,179,67,24,Left,AM (L),W,13250000,46000,141,149,13,13,15,14,6,7,13,1,2,9,14,15,1,15,7,3,12,8,10,8,3,14,14,11,14,14,12,12,1,15,12,1,16
Sergi Gómez,D (C),Sevilla,Spanish First Division,ESP,183,75,26,Right,D (C),BPD,11750000,23000,138,149,14,14,14,15,15,14,13,1,3,9,14,15,1,8,14,12,9,14,13,14,3,7,12,8,10,9,6,13,3,10,10,1,12
Sofyan Amrabat,"DM, M (C)",Verona,Italian Serie A,MAR,182,72,22,Right,DM,DLP,7000000,7500,133,149,15,13,14,14,13,12,14,1,4,10,13,13,1,13,11,10,9,12,11,7,2,12,13,8,14,12,11,13,1,13,11,4,12
Soualiho Meité,"DM, M/AM (C)",Torino,Italian Serie A,FRA,187,80,25,Right,M (C),AP,10750000,33500,139,149,12,14,14,13,12,16,15,1,3,9,14,13,1,13,11,7,12,8,14,12,1,12,15,10,16,10,7,12,1,14,12,1,12
Stefan Radu,D (LC),Lazio,Italian Serie A,ROU,183,79,32,Left,D (C),BPD,8500000,43000,146,149,15,13,13,16,16,14,12,1,1,8,12,13,1,11,15,6,8,16,12,15,1,10,11,8,8,12,5,13,3,12,20,1,12
Timothy Castagne,D/WB/M (RL),Leicester,English Premier Division,BEL,184,74,23,Right,D (R),WB,32500000,83000,142,149,15,10,13,14,12,11,14,1,2,6,13,15,1,15,12,9,9,10,12,9,2,11,13,10,13,13,8,14,2,14,12,4,14
Davide Zappacosta,D/WB/M (R),Genoa,Italian Serie A,ITA,182,72,27,Right,D (R),WB,0,63000,141,149,14,11,13,14,14,13,15,1,2,7,13,15,1,15,13,10,9,9,12,10,1,10,12,9,14,14,10,13,2,13,11,1,15
Levi Colwill,"D (LC), WB (L)",Chelsea,English Premier Division,ENG,182,69,16,Left,D (L),FB,0,120,70,149,9,6,7,9,7,10,10,4,1,2,6,14,1,6,6,5,8,13,13,7,1,1,7,5,5,6,4,6,1,7,8,2,14
Myles Peart-Harris,M/AM (C),Chelsea,English Premier Division,ENG,188,73,16,Right,AM (C),SS,0,120,75,149,6,12,12,6,8,9,9,2,1,6,8,13,1,11,5,5,11,1,12,6,2,10,10,10,9,11,10,6,3,7,5,3,14
Aïssa Mandi,D (RLC),Real Betis,Spanish First Division,ALG,184,78,27,Right,D (R),WB,12750000,20000,139,148,14,11,12,14,15,14,13,3,1,6,16,14,1,12,15,12,5,12,13,14,3,7,13,5,11,15,6,12,3,13,15,3,14
Aarón Martín,D/WB (L),Vigo,Spanish First Division,ESP,180,72,22,Left,D (L),WB,6250000,33000,134,148,14,12,12,16,15,9,14,2,1,9,13,13,1,15,13,13,8,9,10,8,1,12,12,7,14,15,15,13,1,13,12,4,14
Aaron Ramsdale,GK,Sheff Utd,English Premier Division,ENG,191,65,21,Right,GK,G,15000000,51000,135,148,10,11,11,10,2,13,13,8,16,3,12,11,1,9,3,2,3,7,14,6,15,6,10,3,2,3,4,13,11,14,11,14,11
Ander Capa,D/WB/M/AM (R),A. Bilbao,Spanish First Division,ESP,175,75,27,Right,D (R),FB,12750000,23500,140,148,14,10,12,15,13,13,15,1,1,11,12,14,1,14,11,12,9,11,8,8,2,13,11,10,13,14,10,13,3,13,11,4,15
Andrés Guardado,"WB (L), DM, M/AM (LC)",Real Betis,Spanish First Division,MEX,169,61,32,Left,M (C),MEZ,8000000,25500,142,148,15,15,14,14,10,9,12,4,2,17,16,13,1,15,9,10,15,15,6,6,3,15,14,10,12,13,13,12,1,15,12,3,14
Andrea Adorante,"AM (C), ST (C)",Parma,Italian Serie A,ITA,184,78,19,Right,ST (C),P,300000,2500,105,148,14,9,13,12,6,12,13,2,2,10,9,11,1,13,6,4,10,10,13,12,2,11,12,13,10,8,4,12,3,12,11,1,11
Angeliño,D/WB/M (L),RB Leipzig,Bundesliga,ESP,175,69,22,Left Only,D (L),FB,21000000,60000,137,148,16,13,13,15,15,9,15,3,1,10,15,13,1,14,10,10,11,8,9,8,3,13,12,9,13,17,13,12,2,14,12,4,14
Antonio Mionic,M (C),Milan,Italian Serie A,CRO,184,75,18,Right,M (C),AP,81000,875,80,148,5,12,13,9,6,10,12,1,2,6,12,15,1,10,7,5,7,5,11,6,3,14,10,5,12,8,10,9,4,13,7,2,12
Ben White,D (C),Brighton,English Premier Division,ENG,185,81,21,Right,D (C),BPD,14500000,3000,131,148,13,13,13,14,13,13,15,2,1,5,13,14,1,10,14,7,5,10,13,12,3,13,13,5,11,6,3,13,3,13,9,2,13
Bertrand Traoré,"M/AM (RL), ST (C)",Aston Villa,English Premier Division,BFA,181,73,23,Left Only,AM (R),IW,23000000,76000,138,148,11,11,14,9,5,10,13,1,2,8,13,16,1,14,6,4,10,7,10,12,1,13,15,14,14,14,13,10,3,16,8,3,16
Borna Sosa,D/WB (L),VfB Stuttgart,Bundesliga,CRO,186,77,21,Left,D (L),FB,2500000,11500,122,148,10,13,14,16,12,10,12,3,2,8,14,16,1,10,11,13,7,8,11,9,4,9,12,7,10,15,8,10,2,13,9,1,14
Cristo,"AM (LC), ST (C)",Huesca,Spanish First Division,ESP,178,71,21,Right,ST (C),F9,3700000,11000,124,148,10,16,16,11,4,8,11,1,3,9,13,14,1,14,4,10,13,9,6,8,4,16,15,13,16,13,11,9,3,16,6,3,15
Daley Sinkgraven,"D/WB (L), M (C)",Bayer 04,Bundesliga,NED,179,66,23,Left,M (C),DLP,3500000,25000,129,148,12,14,14,15,11,9,12,3,3,8,14,12,1,10,9,10,8,8,9,9,1,13,15,9,13,11,11,11,2,14,12,2,13
Danilo D'Ambrosio,"D (RLC), WB/M (RL)",Inter,Italian Serie A,ITA,180,75,30,Right,D (R),FB,13500000,61000,145,148,15,11,12,14,15,12,14,3,1,6,12,15,1,13,13,12,9,13,11,13,1,7,13,9,11,13,7,12,1,13,14,1,14
Diego Carlos,D (C),Sevilla,Spanish First Division,BRA,185,79,26,Right,D (C),CD,20000000,38000,144,148,14,8,12,13,15,17,15,1,1,10,12,13,1,8,15,10,8,9,14,14,1,9,11,7,7,5,5,14,2,12,16,1,13
Elio Capradossi,D (C),Spezia,Italian Serie A,ITA,181,78,23,Right,D (C),CD,2300000,8500,120,148,13,8,11,13,14,13,14,1,1,5,12,13,1,7,14,5,4,10,13,13,2,7,10,7,8,6,4,12,2,13,12,2,13
Etienne Capoue,"DM, M (C)",Villarreal,Spanish First Division,FRA,189,80,30,Right,DM,DLP,10250000,45000,138,148,16,14,15,15,14,15,15,4,2,10,15,13,1,15,12,7,7,8,13,14,2,12,14,8,12,9,5,14,3,13,13,2,11
Facundo Pellistri,"AM (R), ST (C)",Alavés,Spanish First Division,URU,174,65,17,Right,AM (R),W,9500000,5250,123,148,14,10,15,11,7,5,13,1,3,5,15,13,1,14,6,6,7,10,8,12,2,14,14,9,14,15,13,8,1,14,8,3,16
Florian Grillitsch,"DM, M/AM (C)",TSG Hoffenheim,Bundesliga,AUT,187,77,23,Right,M (C),AP,8750000,33000,138,148,10,14,14,15,11,11,13,1,2,11,15,15,1,15,9,6,14,7,14,12,3,12,15,12,10,13,14,10,3,14,9,3,11
Florian Müller,GK,SC Freiburg,Bundesliga,GER,192,85,21,Left,GK,SK,3700000,5000,126,148,13,10,11,16,3,14,10,17,13,3,12,10,1,2,3,3,3,9,15,8,11,2,12,1,3,3,7,11,10,14,10,13,12
Guus Til,M/AM (C),SC Freiburg,Bundesliga,NED,183,72,21,Right,AM (C),SS,2000000,22000,126,148,15,14,13,14,6,13,14,1,2,6,13,13,1,14,6,3,12,12,13,12,1,9,13,12,12,11,6,14,3,12,13,1,12
Idrissa Doumbia,"DM, M (C)",Huesca,Spanish First Division,CIV,185,75,21,Right,DM,BWM,4800000,14500,131,148,14,12,12,16,12,12,16,3,3,9,12,14,1,13,11,5,12,10,12,11,2,12,13,8,11,9,9,15,1,13,15,1,14
Jamaal Lascelles,D (C),Newcastle,English Premier Division,ENG,191,84,25,Right,D (C),CD,15250000,50000,132,148,15,4,10,15,15,16,14,2,2,3,10,13,1,8,15,3,3,17,15,16,1,4,10,5,8,4,3,13,2,10,15,1,11
Jean-Philippe Mateta,ST (C),Crystal Palace,English Premier Division,FRA,192,84,21,Right,ST (C),P,7250000,30000,135,148,10,9,12,12,5,16,12,1,2,12,11,16,1,15,7,4,10,8,15,11,3,13,12,16,13,8,7,11,3,12,9,2,13
Jonas Hector,"D/WB (L), DM, M (C)",1. FC Köln,Bundesliga,GER,185,75,29,Left,D (L),FB,12000000,49500,142,148,13,11,12,18,14,10,16,1,2,8,13,15,1,11,10,14,10,13,11,8,1,9,12,8,11,12,11,16,2,11,10,1,12
Joris Gnagnon,"D (C), DM",Sevilla,Spanish First Division,FRA,182,89,22,Right,D (C),CD,9500000,27500,135,148,14,9,11,13,14,17,15,3,1,10,12,13,1,8,14,6,5,13,15,15,2,8,12,10,10,8,5,12,1,11,15,3,12
Juanmi,"AM (L), ST (C)",Real Betis,Spanish First Division,ESP,170,63,26,Right,AM (L),IW,15000000,21000,140,148,14,14,15,12,8,5,13,2,1,10,13,15,1,14,6,6,11,9,6,9,2,14,15,14,14,11,7,13,1,15,6,1,16
Kévin Malcuit,D/WB/M/AM (R),Napoli,Italian Serie A,FRA,181,73,27,Right,D (R),FB,11250000,24500,141,148,15,11,13,13,15,14,15,3,3,9,13,15,1,14,12,10,8,8,11,9,2,13,13,6,14,15,6,12,1,13,14,3,15
Keita Baldé,"AM (RL), ST (C)",Sampdoria,Italian Serie A,SEN,184,77,24,Right,AM (L),IW,8250000,66000,137,148,12,12,14,9,4,13,12,3,3,12,13,16,1,14,2,3,12,9,12,12,1,16,14,13,14,12,12,10,1,13,12,2,16
Kevin Trapp,GK,Eintracht Frankfurt,Bundesliga,GER,189,88,28,Right,GK,SK,13500000,49500,144,148,10,7,10,17,1,16,10,15,17,5,9,10,1,1,3,3,1,9,12,7,14,6,10,1,1,3,6,13,12,14,8,12,13
Kieran Gibbs,D/WB (L),West Brom,English Premier Division,ENG,178,66,29,Left,D (L),FB,9250000,30000,125,148,13,11,14,15,12,10,13,1,3,6,12,14,1,13,12,12,8,6,9,9,2,11,14,7,13,13,10,12,2,16,11,2,13
Kieran Trippier,D/WB (R),A. Madrid,Spanish First Division,ENG,178,72,28,Right,D (R),FB,15250000,78000,142,148,17,13,14,16,15,12,17,2,3,5,13,13,1,15,13,10,10,11,9,9,1,8,14,8,11,16,12,12,1,13,12,1,13
